301,Relay 1,enable,1,0,0
302,Relay 2,enable,1,0,0
303,Relay 3,enable,1,0,0
304,Relay 4,enable,1,0,0
305,Relay 5,enable,1,0,0
306,Relay 6,enable,1,0,0
307,Relay 7,enable,1,0,0
308,Relay 8,enable,1,0,0
309,Relay 9,enable,1,0,0
310,Relay 10,enable,1,0,0
